master_id,filename,title,author,year,decade,L1,L2,language,cleaned_full_text_path,analysis_text_path,model_source_column,model_token_count_before_df,model_token_count_after_df,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
MASTER_00015,I_1859_05.txt,Lecture on Japan,"Williams, S. W.",1859,1850,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_05.txt,analysis_text,15747,4258,9.091860089992242e-5,7.071936730355695e-5,2.916800852891324e-4,1.316285617359745e-4,0.013895228632583887,0.008866024868683682,6.766529874446424e-5,8.160803781934266e-5,3.0156252240238216e-4,8.956029698610408e-4,1.6012998281796957e-4,2.8684821337812054e-4,5.231806353276864e-4,2.209009957466151e-4,0.021903593475889317,4.5761266345995895e-5,0.048031790900165405,0.8294355256081473,0.02651556400233479,0.04818406597452364
MASTER_00013,I_1859_06.txt,On the Study of the Natural Sciences in Japan,"Pompe van Meedervoort, J. L. C.",1859,1850,Education,Education,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_06.txt,analysis_text,5157,1388,3.12110698787932e-5,7.022614424907228e-6,0.004856582759815621,3.539861559776724e-5,7.101423169893152e-5,1.4023644811305783e-4,9.255799829568268e-5,3.0781462611348094e-4,2.4616694393020323e-4,1.9444220623283695e-4,8.814427903825008e-5,8.921694839996146e-5,0.0017105314610948378,4.193037764153454e-6,2.2082134409982953e-4,2.445569773840493e-6,0.47278401347649196,0.49217277335732196,4.96709316923926e-4,0.026448703694990198
NA,I_1859_07.txt,NA,NA,1859,1850,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_07.txt,analysis_text,933,234,5.18989583869788e-4,6.290190269887263e-6,0.5596301321148293,1.663515830112402e-4,1.128602223224018e-4,8.10722006342057e-4,5.06059366214087e-4,0.003938310369964264,0.0017132922949638647,0.013099802519441749,4.849079934531212e-4,1.1737587474229438e-4,0.0015267537223888183,8.602188090224108e-5,0.0022517115795533337,4.628373035142044e-5,0.003407754936945908,0.29202598783701067,1.9079424716500716e-5,0.11953131276870693
MASTER_00017,I_1859_08.txt,Notes on some new species of birds found on the island of Formosa,"Swinhoe, R.",1859,1850,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_08.txt,analysis_text,3291,823,0.9351726340931109,7.48446050530836e-5,1.7106930416209786e-4,2.6450347500958894e-6,0.0036065485161210905,0.05501035057059143,2.8436137541027076e-8,7.375131114629005e-6,2.8821934664974194e-4,0.0020724029020724828,1.3409978154914376e-7,4.510523405644928e-5,3.9678764272051646e-5,7.5307743845365685e-6,9.983932635275572e-4,8.957578407760946e-4,2.550064436644812e-4,2.0524580174636765e-4,1.036514368018806e-6,0.0011459933236596831
MASTER_00012,I_1859_09.txt,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow","Ward, J.",1859,1850,Natural Sciences,Hydrology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_09.txt,analysis_text,8850,2599,1.3223871387850678e-4,5.4915829988232706e-8,6.0749613095375186e-5,9.84029775280647e-5,2.181789812910664e-5,1.0635337963043373e-4,9.912676329304026e-8,4.304747330012413e-6,5.760823502250362e-8,0.9989557848196535,6.411510013476564e-7,2.1009331674001206e-5,2.5539735312136368e-6,5.3326152190996465e-6,4.862590741106497e-5,2.8004063957863586e-6,4.137555494025364e-7,8.074646976216195e-5,1.894182812164113e-7,4.578231711015413e-4
NA,I_1859_11_record_of_occurences_in_china.txt,NA,NA,1859,1850,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_11_record_of_occurences_in_china.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_11_record_of_occurences_in_china.txt,analysis_text,4581,1299,6.267504249503284e-6,4.162606624025747e-6,0.026679529867749394,1.0354617934959998e-4,4.190387800279672e-6,9.51650311036509e-5,5.77495212226703e-4,0.01280197766718578,2.2011774145496416e-4,3.813217331485152e-4,0.016880170562549944,1.6793591473373778e-4,6.437154728995882e-4,1.7148631181947938e-4,2.6513931867992675e-4,2.2839923741292553e-6,0.0014755107156219612,0.938052266077618,1.1363293656132823e-5,0.0014563544091544698
MASTER_00035,I_1864_01.txt,"Notes on the city of Yedo, the capital of Japan *","Lindau, R.",1864,1860,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_01.txt,analysis_text,5214,1350,3.8061952776305565e-4,2.044711509615133e-6,0.03648152226032439,5.922088521324097e-4,0.0028123209033560953,3.5689753333383636e-4,2.9486431131267013e-4,2.592407937785542e-4,2.858911870442956e-6,0.648360405085791,0.0015260319931342334,0.09069070589217322,0.0019604499990606684,0.02934976105896782,9.153145968297153e-4,7.354812547402815e-6,3.843138057512689e-4,0.18204049805773304,7.288363502629136e-5,0.003509703257604217
MASTER_00036,I_1864_02.txt,Notes on some of the physical causes which modify climate,"Henderson, J.",1864,1860,Natural Sciences,Meteorology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_02.txt,analysis_text,6219,1622,6.28389542201974e-4,8.865615816198115e-6,0.22110744638322588,4.762461807752706e-5,5.356664608963162e-4,1.3525969578781185e-4,2.844366823977857e-5,0.001371431321693137,1.3102548258561202e-4,0.0011758802806814462,1.8704435341241656e-6,8.234739003436546e-6,0.01017540011149506,8.302699359033285e-6,0.018720866361788196,7.723625908833997e-5,0.005681237175505809,0.00778404737235292,7.10940703615528e-5,0.7323016776983058
MASTER_00037,I_1864_03.txt,"Narrative of an overland trip, through Hunan, from Canton to Hankow","Dickson, W.",1864,1860,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_03.txt,analysis_text,5130,1440,4.345829184001478e-5,8.437390606715957e-6,9.512240623855636e-4,0.10030167137390934,1.909053432295368e-5,1.0790984666578253e-4,2.3484572763979834e-5,2.945674200450636e-5,1.2524830318399806e-6,0.5697378243926169,3.2250348654315795e-4,5.288770128846577e-4,8.699538422762783e-5,1.337640128012886e-4,5.492819376650979e-4,4.581897540642313e-6,4.275226840110284e-5,0.15510290171454483,5.935909215018011e-4,0.17141094167374232
MASTER_00038,I_1864_04.txt,"Overland journey from St. Petersburg to Pekin, The","Wylie, A.",1864,1860,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_04.txt,analysis_text,7005,1798,5.031993523403861e-4,2.473105494976153e-4,0.025030265574785784,0.017760979196916268,0.002135976173999662,0.0019949505503638735,3.939948059455507e-4,7.685597249054939e-5,0.06625612658068789,0.36252214659407983,0.05743958165355353,0.001972733728961998,1.1909685198092237e-5,2.4284365211756244e-4,0.005621576518867712,4.0982560707155004e-4,3.3734250473703073e-4,0.41653337313884475,0.016629286949306345,0.02387972121023384
MASTER_00039,I_1864_05.txt,"Medicine and medical practice of the Chinese, The","Henderson, J.",1864,1860,Natural Sciences,Medicine,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_05.txt,analysis_text,17934,4575,0.002853213029849931,4.8661145934968786e-4,6.71940897741327e-4,3.4417531768932705e-4,0.01555414635490971,5.694648114913201e-4,3.3204473402496823e-4,0.00633841507010106,3.8710056260874196e-4,4.349104469553604e-4,6.822508667484566e-5,6.296036767881194e-4,0.0924604796528295,0.004217557065598573,0.28379479646691247,0.021350255177769038,0.3880548987157468,0.040633065113542435,0.009860089294473344,0.1309590070649434
MASTER_00040,I_1864_06.txt,The Sea-board of Russian Manchuria,"Canny, J. M.",1864,1860,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_06.txt,analysis_text,12840,3446,0.004226473231777183,2.592192684133266e-5,0.08112210413345221,2.00863244087904e-4,0.001980410320996203,0.0012037183833993779,2.05906068226123e-4,7.892151701264461e-5,0.12001667806368473,0.22822732434286833,1.9366030163388452e-4,1.0451249316129039e-4,5.91070593561226e-5,1.120679287864568e-4,0.10299441066901346,8.135791160080798e-5,2.834618720797274e-4,0.39531561401253545,1.7450846025832218e-4,0.06339297805922872
MASTER_00041,I_1864_07.txt,"Retrospect of events in the north of China, 1861-1864","Jamieson, R. A.",1864,1860,History and Chronology,"History, Modern (20th century)",en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_07.txt,analysis_text,11316,3173,1.0678954945312515e-5,3.286868105535516e-6,1.995840272902605e-5,0.007700918517962993,6.413829309925423e-5,4.0256665809715965e-6,3.20995589821144e-4,0.00147049996013504,6.598926355949494e-8,0.0015582733595371828,0.011422133387365682,0.05938240364995518,0.058450779569850946,0.06422699591059332,8.849878878883757e-4,1.7589251328666628e-6,0.0012163116799145007,0.7842300523899903,0.006860457439280298,0.002171277557848701
MASTER_00047,II_1865_01.txt,Notes on the geology of the Great Plain *,Lamprey,1865,1860,Natural Sciences,Geology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_01.txt,analysis_text,8823,2578,3.0683257626156857e-4,2.5887860705270906e-6,0.010793798241306267,2.1594121394076412e-4,7.266112122640542e-5,5.925839473904937e-4,1.1207881914687596e-6,7.07701014975016e-5,2.8139771719821537e-6,0.4156611102780859,4.533983961133575e-6,3.219848386272537e-5,5.080973326887077e-6,1.1521388959658387e-6,7.721082153531816e-5,4.833574804531978e-5,8.130811721998574e-6,2.6925617972938556e-4,5.1572658555473875e-6,0.5718287225619229
MASTER_00048,II_1865_02.txt,A Sketch of the Geology of Quang -tung Province,"Kingsmill, T. W.",1865,1860,Natural Sciences,Geology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_02.txt,analysis_text,11193,3111,8.531925539030075e-5,3.5792284964309805e-6,2.7035961929565254e-4,1.688102169150994e-4,3.0887451348706745e-5,1.392411394291265e-4,2.7257295125394474e-7,2.523827420963299e-5,1.1748913338454913e-6,0.030304662097497055,1.7966874680967656e-6,1.8168583447891115e-5,2.797429122360654e-6,4.5712843505214245e-7,4.505684569666621e-5,2.662813180772268e-5,8.107338687498322e-6,1.3682108745704364e-4,2.6566885837229276e-5,0.9687040551351733
MASTER_00049,II_1865_03.txt,Birds and beasts of Formosa,"Swinhoe, R.",1865,1860,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_03.txt,analysis_text,7845,1974,0.5798347064741447,9.089726641262119e-4,0.0031414580210286478,8.97070379729786e-4,0.02453042538524563,0.001321471641951339,1.4372034163641066e-4,0.0020617952548131454,0.03026743740995433,0.09239098149532068,2.5665967185392775e-4,0.02824912529180055,5.088347376770922e-4,8.849690977717985e-4,0.1321172515160209,0.07328111623148718,0.002356792136329501,9.279220546143448e-4,4.519037976306567e-4,0.02546738639686324
MASTER_00050,II_1865_04.txt,Annals of the Western Ocean,"Brown, S. R.",1865,1860,Religion and Philosophy,Christianity,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_04.txt,analysis_text,15216,4022,5.197910350400967e-6,1.0451486991943369e-5,0.07053240634294969,2.0242539537855496e-4,3.0349374088373136e-5,3.163726797760642e-5,0.5100399600697572,9.66551561037271e-4,2.2132202883074815e-4,5.894504927822161e-4,0.02747597562361478,1.2685835274305467e-4,8.144065240223563e-4,0.0011134598253964558,0.025110372839164667,6.370423092387952e-6,9.933995726329095e-4,0.33971350525283,0.0010185414519584216,0.02099735820440116
MASTER_00051,II_1865_05.txt,"Sorgo, or Northern Chinese sugar cane","Collins, V. D.",1865,1860,Natural Sciences,Botany,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_05.txt,analysis_text,7371,1929,8.874288251089304e-4,0.006768153046737338,0.006885516491196516,7.29064805970493e-4,7.568220376667385e-4,0.0025712064684927523,6.283071121877701e-5,0.0027927669415059027,4.097712660624059e-4,6.555593805189207e-4,2.1064487427945906e-4,1.636051243694212e-4,0.001466850450963999,3.0394347090713478e-5,0.001214315217322628,0.11588380641190076,0.007378404111738329,0.041549011475229464,0.0023194790805928585,0.8072643689320337
MASTER_00052,II_1865_06.txt,A Visit to the Agricultural Mongols,"Edkins, J.",1865,1860,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_06.txt,analysis_text,7161,2017,0.0012449728649307097,3.673934523128637e-6,0.008366460921572885,0.0011661509683379846,0.01716563388182451,0.099346951475332207,9.750101188155652e-4,0.003538924436627367,3.690298859514816e-4,0.22896046460677588,0.16930632011753172,0.06410335071772619,8.211764304223429e-4,0.13850829205058507,0.11818762899086903,2.2128850127294257e-4,0.02355800109433686,0.04401562101554396,3.859955139909658e-4,0.07975505247302916
MASTER_00376,II_1865_07.txt,"Dragon, The","Hodous, L.",1917,1910,Anthropology and Social Customs,Mythology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_07.txt,analysis_text,5358,1491,8.232704372832697e-4,9.222652050465062e-5,9.219905193428531e-5,4.959265435516324e-5,0.03828152616956024,0.0023372812080028754,3.924938230974251e-5,0.08740625576404051,0.0011014255242039414,8.654634678908168e-5,1.3507743705402082e-4,0.020391476080112016,0.03211947521214696,0.0019069648009020592,0.001306856366740237,0.014243386450793778,0.7984590485290284,4.848117247577834e-5,1.1065192054044553e-4,9.690089712222262e-4
MASTER_00054,II_1865_08.txt,The Remains of Ancient Kambodia,Bastion,1864,1860,Arts and Archaeology,Archaeology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_08.txt,analysis_text,4944,1153,1.38935840186184e-5,5.443085351173439e-5,0.00180940069074969,5.321514626226399e-4,0.006297752183804112,0.00623704382915312,0.3632794341607928,0.1492191009268106,4.047836190073785e-6,0.09414703665803621,0.09371932438723869,0.13638192445939398,0.0010657171371572488,0.0649761670103945,0.0034473353551156055,8.876438266127008e-5,0.006232695699860283,0.0036200114570310708,0.0025808279188231044,0.06629294000663467
MASTER_00055,II_1865_09.txt,Retrospect of events in China and Japan,"Kingsmill, T. W.",1864,1860,History and Chronology,"History, Modern (20th century)",en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_09.txt,analysis_text,20232,5755,1.054261128525108e-6,7.105357444597478e-6,2.3124784938990747e-4,0.054488494045018286,2.281834809992763e-5,1.2991310830002695e-5,3.097171003436823e-4,0.025449279540430213,1.4947727619737004e-7,0.028101908797311302,0.07447659212184493,0.010280318104897,0.016034427600159596,0.0016654035204158462,2.3542143581326157e-4,4.5378801635441775e-6,3.8492054893580623e-4,0.7419899401434498,0.009975800671418749,0.03632787188562896
MASTER_00074,IV_1867_01.txt,"Sketch of a journey from Canton to Hankow through the Provinces of Kwangtung, Kwangsi, and Hunan, with geological notes *","Bickmore, A. S.",1867,1860,Natural Sciences,Geology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_01.txt,analysis_text,9345,2550,0.003921644453793302,4.376620059034101e-5,9.381137762767573e-4,0.004055107299677229,4.0672853014741417e-4,0.0011287877060471123,2.6154722540732476e-5,6.753923479614485e-5,3.924362060224482e-6,0.552306483209933,1.5808961775652204e-5,1.5657839805260595e-4,2.0712336711968456e-4,2.858660939681191e-4,0.028747767485737496,2.45396436145568e-5,1.4482123913175948e-4,0.10903279200816245,3.8865578642540446e-4,0.2980977975201501
NA,IV_1867_02.txt,NA,NA,1867,1860,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_02.txt,analysis_text,4563,1343,1.0569735025201286e-4,2.0434657485238306e-5,1.4531452948991097e-4,0.004326625714404259,0.0010875544041886742,2.273239247274906e-6,0.10496245658667809,0.03620357224581153,3.48295368429605e-6,0.006939773538983575,0.002655133267457914,0.15128405789111804,0.4119611538430857,0.19857067090005653,0.04908276728543653,1.0986055179052657e-4,0.004533839089038383,0.025476116559031432,8.577088749944124e-4,0.0016715065177659845
MASTER_00076,IV_1867_03.txt,"Notes on the north of China, its productions and communications","Williamson, A.",1867,1860,Natural Sciences,Agriculture,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_03.txt,analysis_text,16560,4572,1.1687542529672317e-4,3.597418345229122e-5,3.1274523031535887e-4,0.059982584950490574,1.5294581388534172e-4,3.477019407365016e-4,1.6745332836944646e-4,3.5242082978646197e-4,5.212687345300811e-7,0.4278322571986634,0.013942704541545684,0.018786721286814512,2.4724826028779147e-4,0.009668819566226167,9.146895899311376e-4,6.309539213291181e-5,1.1828828028023232e-4,0.04577211261918385,0.006038949726366719,0.4151458905675004
MASTER_00077,IV_1867_04.txt,"Notes on the productions, chiefly mineral of Shantung","Williamson, A.",1867,1860,Natural Sciences,Agriculture,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_04.txt,analysis_text,4716,1293,4.422681277057304e-4,1.955518363107282e-4,2.5388273956272826e-4,0.011279692604331404,0.0030083035224140885,1.7768326558612998e-4,7.253175333977609e-5,2.3216601146995667e-4,6.51554577665552e-6,0.1946356621614506,2.2714204236981236e-4,0.0063449638691326915,1.4955274703657155e-4,2.904099987607505e-4,0.005586133254053866,6.452364654099709e-4,3.7751501071281267e-4,0.004174324949750178,0.06320336246121394,0.7086971016336117
MASTER_00078,IV_1867_05.txt,Entomology of Shanghai,"Pryer, W. B.",1867,1860,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_05.txt,analysis_text,2805,671,0.31304607140613877,3.263112594844555e-4,0.0075937184614067,2.2746226842016392e-4,0.007200258071278456,0.20506117156795983,2.6220689307264367e-5,2.238741819476605e-4,3.918975338588178e-4,0.08232946321678519,2.019575371506135e-5,1.673378413374618e-4,4.667013088822811e-4,6.025062729874793e-4,0.2024923229671184,7.564132704769462e-4,0.001582257679817095,0.06760390251464712,7.757025330036522e-5,0.10980434348113033
MASTER_00079,IV_1867_06.txt,Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal,"Ellias, N.",1867,1860,Natural Sciences,Hydrology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_06.txt,analysis_text,3267,950,2.3782900246209002e-4,1.7258237992574215e-5,2.6086168458920686e-4,0.04226232611700311,3.6817991804135974e-5,8.378859449628158e-5,7.07584353395135e-6,5.385817603822499e-5,1.3829395199286173e-7,0.94726593963576,4.2322466502879626e-5,7.968592449757454e-4,2.1925928624998455e-5,7.10549005082855e-5,2.0210613864656801e-4,7.014044758711095e-5,1.2300828373915436e-5,7.727457341024173e-4,4.964867637458491e-5,0.007735002056671915
MASTER_00081,IV_1867_08.txt,Chinese chronological tables,"Mayers, W. F.",1867,1860,History and Chronology,"Chronology, Historical",en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_08.txt,analysis_text,3144,890,4.2323900914001733e-7,3.5171064188856906e-5,7.563246680957147e-6,7.702435011767568e-4,6.132334640120961e-4,1.5044546525651457e-6,0.0016750371967600515,0.5104072608314757,1.0586482124928587e-6,2.5447280274354535e-5,0.03653561534679874,0.187498535107359,0.02556745853394536,0.0050318418530328765,2.845788382243432e-4,6.248816226872205e-5,0.1646674547833722,0.004410356812225935,0.0615438946753143,8.608329610156152e-4
MASTER_00084,IV_1867_11.txt,Chinese notions about pigeons and doves,"Watters, T.",1867,1860,Anthropology and Social Customs,Mythology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_11.txt,analysis_text,9579,2608,0.35788006307706915,2.622398477351566e-4,8.669964161212793e-5,3.0633083798949453e-4,0.005876727150739977,2.679609738123458e-4,1.0338133968033103e-4,0.022506378222859842,4.201744121896299e-4,5.442319182762797e-4,9.570745820752319e-5,0.0687108341840562,0.11028694625019986,0.04154123655116722,0.13813996544677704,0.09769818523977888,0.15425774497105815,1.9569623267373795e-4,7.813265360840532e-5,7.413635905083923e-4
MASTER_00086,IV_1867_12.txt,"Retrospect of events in China and Japan, 1867","Kingsmill, T. W.",1867,1860,History and Chronology,"History, Modern (20th century)",en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_12.txt,analysis_text,8079,2316,1.099283306039643e-5,1.6312867689108785e-5,0.005602269176150175,0.08860392960752138,1.2536933205109077e-6,6.175536698030709e-6,1.675922535489692e-4,4.3361968253964557e-4,1.897847340582665e-6,0.004256383105358022,5.962032124545318e-4,1.2571822655732255e-4,1.5714511423768707e-4,4.153603148783101e-5,2.674036650860685e-4,1.9564382742964706e-6,5.013199955519802e-4,0.8180247517755456,0.0022913074173173415,0.07889223152026062
MASTER_00135,IX_1875_01.txt,"Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *","Moule, G. E.",1874,1870,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_01.txt,analysis_text,8778,2481,3.3530556132072494e-5,7.279793271690635e-7,7.977627975111183e-5,7.502405979289479e-4,0.001007078388642013,3.207616461090698e-4,0.36395972555325684,4.773353361980808e-4,1.208188144815984e-5,0.3736566331130979,0.07400836030048438,0.1823872529071863,1.2668897690167724e-5,0.0020034015772593403,1.5812050359959045e-4,1.1666966117712541e-4,3.239206455356083e-4,3.8148856786340016e-4,2.9819250872063385e-5,2.8040635644107113e-4
MASTER_00136,IX_1875_02.txt,"Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster","Camajee, D. N.",1874,1870,Religion and Philosophy,Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_02.txt,analysis_text,9564,2303,2.744665359252829e-7,5.0361341674215697e-8,1.5482334097217145e-5,1.711731953924524e-5,4.8332233887648524e-5,7.025847793436873e-7,0.8120074000435246,0.06636587456984415,5.513548584721899e-7,1.0097714590340032e-4,3.461362622275268e-4,3.215684097159702e-4,0.021546779766444337,0.09366024018769417,0.004805734721517985,5.317389110864452e-6,6.1629084965926e-4,1.1348382352608452e-4,1.16356190609638e-6,2.652261388552612e-5
MASTER_00137,IX_1875_03.txt,The Aborigines of Northern Formosa,"Taintor, E. C.",1874,1870,Anthropology and Social Customs,Ethnology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_03.txt,analysis_text,14802,3381,0.002616648379300616,5.696114870411627e-5,0.0015372177120683555,1.5124884666133453e-4,0.039601755515785965,0.010169978051792984,0.3051164246378965,0.0026286176847941443,0.014040241798462017,0.1820368483749851,1.8398944598817487e-4,6.166598672245623e-4,8.77031913457578e-5,4.91983849751281e-4,0.25047302152787004,9.798215928739048e-4,0.00639757070312515,0.004130412015151357,3.539111676109752e-4,0.1783289844886076
