K,topic_id,rank,theta,master_id,title,author,year,decade,L1,topic_label
25,10,5,0.8504733842502086,MASTER_00179,What did the ancient Chinese know of the Greeks and Romans,"Edkins, J.",1883,1880,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,6,0.688276920325178,MASTER_00358,Notices of Christianity in China. Extracted from Marco Polo *,"Moule, A. C.",1915,1910,Religion and Philosophy,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,7,0.5782732351007078,MASTER_00141,"Elucidations of Marco Polo's travels in North China, drawn from Chinese sources","Palladius, A.",1875,1870,Geography and Travel,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,8,0.5716644189345043,MASTER_00276,Inscriptions de l'Orkho,"Parker, E. H.",1896,1890,Anthropology and Social Customs,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,9,0.5307375213928822,MASTER_00339,Mongolia after the Genghizides and before the Manchus,"Parker, E. H.",1913,1910,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,10,0.5169895679230402,MASTER_00239,"Changchow, the capital of Funkien in Mongol times","Phillips, G.",1888,1880,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,11,0.4673031250260716,MASTER_00640,Jehol,"Fishcher, E. S.",1940,1940,Geography and Travel,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,12,0.4062342970008313,MASTER_00509,"Siege of Saianfu and the murder of Achmach Bailo, The","Moule, A. C.",1927,1920,Geography and Travel,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,11,1,0.9971545605139152,INDEX_00284,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,NATALIS RONDOT,1898,1890,Arts and Archaeology,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,2,0.9967229132292498,INDEX_00284,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,NATALIS RONDOT,1898,1890,Arts and Archaeology,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,3,0.9514856261056986,MASTER_00201,The Mystery of Ta - ts ' in,"Playfair, G. M. H.",1885,1880,Geography and Travel,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,4,0.913618096340838,MASTER_00309,Java,"Mencarini, J.",1905,1900,Geography and Travel,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,5,0.8928942495363886,MASTER_00205,Western appliances in the Chinese printing industry,"Hirth, F.",1885,1880,Natural Sciences,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,6,0.8477563938934233,MASTER_00419,Chinese ideas of antiques,Hutson J.,1920,1920,Arts and Archaeology,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,7,0.8414556416086305,MASTER_00419,Chinese ideas of antiques,Hutson J.,1920,1920,Arts and Archaeology,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,8,0.7594249194838015,MASTER_00520,Shapes of porcelain vessels,"Ferguson, J. C.",1928,1920,Arts and Archaeology,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,9,0.7473163885222309,MASTER_00351,"Oracle - bones from Honan, The *","Couling, S.",1914,1910,Arts and Archaeology,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,10,0.6892840562370961,MASTER_00235,The Chinese Oriental College,"Hirth, F.",1887,1880,Education,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,11,0.6745728417190111,MASTER_00249,Prehistoric China,"Faber, E.",1889,1880,History and Chronology,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,11,12,0.6623269629511549,MASTER_00133,"Stone drums of the Chou Dynasty, The *","Bushell, S. W.",1873,1870,Arts and Archaeology,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
25,12,1,0.9988905914728918,MASTER_00246,Chinese chess *,"Volpicelli, Z. H.",1888,1880,Anthropology and Social Customs,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,2,0.9987339600618544,MASTER_00259,Wei - ch ' i *,"Volpicelli, Z. H.",1891,1890,Anthropology and Social Customs,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,3,0.9987006760989668,MASTER_00259,Wei - ch ' i *,"Volpicelli, Z. H.",1891,1890,Anthropology and Social Customs,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,4,0.9986841231551272,MASTER_00424,"Operations and manifestations of the Tao exemplified in history, The","Morgan, E.",1921,1920,Religion and Philosophy,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,5,0.9985815766310606,MASTER_00424,"Operations and manifestations of the Tao exemplified in history, The","Morgan, E.",1921,1920,Religion and Philosophy,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,6,0.9974019074475244,MASTER_00417,"Destiny, fate","Morgan, E.",1920,1920,Religion and Philosophy,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,7,0.997245430611398,MASTER_00417,"Destiny, fate","Morgan, E.",1920,1920,Religion and Philosophy,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,8,0.9541854465266876,MASTER_00297,"Chinese sophists, The","Forke, A.",1901,1900,Religion and Philosophy,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,9,0.93117693009836,MASTER_00090,Notions of the ancient Chinese respecting music,"Jenkins, B.",1868,1860,Arts and Archaeology,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,10,0.9242844147118804,MASTER_00072,"Short sketch of the Chinese game of chess, Seang - kh'e, A *","Hollingworth, H. G.",1866,1860,Anthropology and Social Customs,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,11,0.8170613132580143,MASTER_00568,"Cosmic spirit, The","Morgan, E.",1931,1930,Religion and Philosophy,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,12,12,0.6836886372987669,MASTER_00204,Some additions to my Chinese grammar,"Gabelentz, G. von der",1885,1880,Literature and Language,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
25,13,1,0.851284320143826,MASTER_00492,"Stories in Chinese paintings, I","Ferguson, J. C.",1925,1920,Literature and Language,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,2,0.8497872442409186,MASTER_00154,On the Stone figures at Chinese tombs and the offering of living sacrifices,"Mayers, W. F.",1877,1870,Anthropology and Social Customs,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,3,0.8404176961132757,MASTER_00154,On the Stone figures at Chinese tombs and the offering of living sacrifices,"Mayers, W. F.",1877,1870,Anthropology and Social Customs,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,4,0.823200138804867,MASTER_00340,"State religion of china during the Manchu Dynasty, The *","Williams, E. T.",1913,1910,Religion and Philosophy,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,5,0.8134337727888002,MASTER_00492,"Stories in Chinese paintings, I","Ferguson, J. C.",1925,1920,Literature and Language,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,6,0.7832667642616057,MASTER_00473,Southern Migration of the Sung Dynasty,"Ferguson, J. C.",1924,1920,Anthropology and Social Customs,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,7,0.716249499611698,MASTER_00510,Political parties of the Northern Sung Dynasty,"Ferguson, J. C.",1927,1920,"Politics, Government, and Law","FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,8,0.7128164657397071,MASTER_00426,Notes on the symbolism of the Purple Forbidden City *,"Ayscough, F. W.",1921,1920,Geography and Travel,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,9,0.7031331742930417,MASTER_00426,Notes on the symbolism of the Purple Forbidden City *,"Ayscough, F. W.",1921,1920,Geography and Travel,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,10,0.695580447226689,MASTER_00554,"Symbolism of the Forbidden City, Peking, The *","Ayscough, F. W.",1930,1930,Geography and Travel,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,11,0.692986805923073,MASTER_00437,"Shuh country, The",Hutson J.,1922,1920,Arts and Archaeology,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,13,12,0.6635681749419585,MASTER_00300,"Kwo Tsi, an eminent military commander of the Tang Dynasty","Edkins, J.",1903,1900,History and Chronology,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
25,14,1,0.9992954019013828,MASTER_00265,"Family law of the Chinese, The","Mollendorf, P. G. von",1892,1890,"Politics, Government, and Law","FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,2,0.9991720918103256,MASTER_00162,The Family law of the Chinese and its comparative relations with that of other nations,"Mollendorf, P. G. von",1878,1870,"Politics, Government, and Law","FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,3,0.8806538183885629,MASTER_00195,Chinese partnerships ; liability of the individual members,,1887,1880,"Politics, Government, and Law","FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,4,0.7428495397737923,MASTER_00313,Notes on Chinese law and practice preceding revision,"Alabaster, E.",1906,1900,"Politics, Government, and Law","FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,5,0.7207934137293726,MASTER_00428,Exogamy in China,"Wilkinson, H. P.",1921,1920,Anthropology and Social Customs,"FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,6,0.716664540058577,MASTER_00428,Exogamy in China,"Wilkinson, H. P.",1921,1920,Anthropology and Social Customs,"FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,7,0.7058905832435836,INDEX_00283,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,BYRON BRENAN,1898,1890,"Politics, Government, and Law","FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,8,0.696718502016904,MASTER_00207,What is filial piety ?,,1885,1880,Anthropology and Social Customs,"FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,9,0.6835956189477419,INDEX_00283,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,BYRON BRENAN,1898,1890,"Politics, Government, and Law","FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,10,0.5680987024717573,MASTER_00206,The Prevalence of infanticide in China,,1885,1880,Anthropology and Social Customs,"FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,11,0.538799164995186,MASTER_00321,"The Principles of Chinese law and equity,","Parker, E. H.",1909,1900,"Politics, Government, and Law","FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,14,12,0.46831527420781,MASTER_00316,Witchcraft in the Chinese penal code,"Williams, E. T.",1907,1900,"Politics, Government, and Law","FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
25,15,1,0.9998725156915306,MASTER_00237,Chinese names of plants,"Henry, A.",1887,1880,Natural Sciences,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,2,0.9984798814042276,MASTER_00237,Chinese names of plants,"Henry, A.",1887,1880,Natural Sciences,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,3,0.8261118758528684,MASTER_00447,Plants from Peitaiho,"Cowdry, N. H.",1922,1920,Natural Sciences,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,4,0.2775420945814219,MASTER_00309,Java,"Mencarini, J.",1905,1900,Geography and Travel,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,5,0.2613870520736033,MASTER_00237,Chinese names of plants,"Henry, A.",1887,1880,Natural Sciences,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,6,0.1308168597560702,MASTER_00529,Contributions from the Herbarium of the Shantung Christian University,"Jacot, A. P.",1928,1920,Natural Sciences,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
